source_pdf,page_number,accident_code,accident_name,basic_fault_ratio,modification_factors,related_cases,raw_text
과실비율인정기준,330,,,3,고 과실비율 인정기준 │ 제:3; 고유형별 과실비율 적용기준:329; 도로 우측 부분의 폭이:6; 여 미리:2,2001.2.9.선고 2000다67464 판결; 2001.3.9.선고 2000다70576 판결,"제2장.
자동차와
자동차(이륜차
포함)의
사고
자동차사고 과실비율 인정기준 │ 제3편 사고유형별 과실비율 적용기준 329
3. 도로 우측 부분의 폭이 6미터가 되지 아니하는 도로에서 다른 차를 앞지르려는 경우. 다만,
다음 각 목의 어느 하나에 해당하는 경우에는 그러하지 아니하다.
가. 도로의 좌측 부분을 확인할 수 없는 경우
나. 반대 방향의 교통을 방해할 우려가 있는 경우
다. 안전표지 등으로 앞지르기를 금지하거나 제한하고 있는 경우
4. 도로 우측 부분의 폭이 차마의 통행에 충분하지 아니한 경우
5. 가파른 비탈길의 구부러진 곳에서 교통의 위험을 방지하기 위하여 시·도경찰청장이 필요
하다고 인정하여 구간 및 통행방법을 지정하고 있는 경우에 그 지정에 따라 통행하는 경우
⊙ 도로교통법 제14조(차로의 설치 등)
② 차마의 운전자는 차로가 설치되어 있는 도로에서는 이 법이나 이 법에 따른 명령에 특별한
규정이 있는 경우를 제외하고는 그 차로를 따라 통행하여야 한다. 다만, 시·도경"
과실비율인정기준,331,,,3,고 과실비율 인정기준 │ 제:3; 고유형별 과실비율 적용기준:330; 고: B과실:100; 고: B과실:0,2000.7.7. 선고 2000도2116 판결; 2007.5.10. 선고 2006다3295 판결; 1997. 5. 23. 선고 95도1232 판결,"제2장.
자동차와
자동차(이륜차
포함)의
사고
자동차사고 과실비율 인정기준 │ 제3편 사고유형별 과실비율 적용기준 330
등으로 그 차와 자기 차와의 접촉 충돌에 의한 위험의 발생을 방지하기 위한 적절한 방어운전
조치를 취하여 이에 충분히 대처할 수 있는 상황이었음에도 불구하고 그러한 제반 조치를 게
을리한 경우에 한하여 그에게 상대방 자동차와 자기 차의 충돌에 의한 사고의 발생에 대하여
과실이 있다고 인정할 수 있다.
⊙ 서울고등법원 2011.5.27.선고 2010나112433 판결
주간에 편도1차로의 도로에서 B차량이 중앙선을 침범하여 진행한 과실로, 마침 맞은 편에서
진행하던 A차량의 앞부분을 충격하여 상해를 입힌 사고: B과실 100%
⊙ 대법원 2000.7.7. 선고 2000도2116 판결
도로교통법 제12조 제3항에 의하여 차마는 차도의 중앙선으로부터 우측 부분을 통행하도록
의무 지워져 있으며, 차선이 설치된 도로상에 차량의 통행이 방향별로 명확하게 구분되게
하기 위하여 "
과실비율인정기준,332,차31,-2,3,고 과실비율 인정기준 │ 제:3; 고유형별 과실비율 적용기준:331; 량의 기본 과실비율을:0; 량의 과실을:10,,"제2장.
자동차와
자동차(이륜차
포함)의
사고
자동차사고 과실비율 인정기준 │ 제3편 사고유형별 과실비율 적용기준 331
도로가 아닌 장소에서 도로로 좌회전 진입
차31-2
(A) 직진
(B) 도로가 아닌 장소에서 중앙선침범하여 도로 좌회전진입
기본 과실비율 A0 B100
A 현저한 과실 +10
과 A 중대한 과실 +20
실
비
율 B 서행불이행 +10
조 B 현저한 과실 +10
정
예
B 중대한 과실 +20
시
① B 좌회전 완료 직후 -10
※사고발생, 손해확대와의 인과관계를 감안하여 기본 과실비율을 가(+), 감(-) 조정 가능합니다.
※舊 242, 378, 377(가) 기준
사고 상황
⊙ 중앙선이 설치되어 있는 도로(차도)를 진행하는 A차량과 도로(차도)가 아닌 장소에서
중앙선을 넘어 좌회전을 하여 A차량이 진행하는 도로(차도)로 진입하는 B차량이 충돌한
사고이다.
기본 과실비율 해설
⊙ 차도가 아닌 장소에 있는 차량이 중앙선을 넘어와 좌회전하다가 반대차선에서 진행중인
직진차"
과실비율인정기준,333,,,3,고 과실비율 인정기준 │ 제:3; 고유형별 과실비율 적용기준:332; 고: B과실:100,,"제2장.
자동차와
자동차(이륜차
포함)의
사고
자동차사고 과실비율 인정기준 │ 제3편 사고유형별 과실비율 적용기준 332
활용시 참고 사항
⊙ “차도가 아닌 장소” 정의 : 특정한 소수의 사람 또는 차량이 통행할 수 있는 비공개된
장소로 도로가 아닌 곳이지만, 차량 등을 그 본래의 사용방법에 따라 사용할 수 있는 공간
(헌재 2016. 2. 25. 2015헌가11 참조)
* “차도가 아닌 장소” 예시 : 주유소, 건물 주차장, 식당, 아파트 출입구, 공사장, 학교 내 도로 등
⊙ 차도가 아닌 장소에 있는 차량이 좌회전을 완료한 후 어느 정도 직진을 하다가 직진차량에
의하여 추돌당한 경우에는 A차량 방향 도로 진입 후 직진 진행 거리 및 진입 후 추돌시까지의
시간 등에 비추어 안전거리 미확보 추돌사고에 준하여 판단한다.
관련 법규
⊙ 도로교통법 제18조 (횡단 등의 금지)
③ 차마의 운전자는 길가의 건물이나 주차장 등에서 도로에 들어갈 때에는 일단 정지한 후에
안전한지 확인하면서 서행"
과실비율인정기준,334,차31,-3,3,고 과실비율 인정기준 │ 제:3; 고유형별 과실비율 적용기준:333; 량의 기본 과실비율을:0,,"제2장.
자동차와
자동차(이륜차
포함)의
사고
자동차사고 과실비율 인정기준 │ 제3편 사고유형별 과실비율 적용기준 333
직진 대 중앙선침범 좌회전(유턴)
차31-3
(A) 직진
(B) 중앙선침범 좌회전(유턴)
기본 과실비율 A0 B100
A 현저한 과실 +10
과
실
비 A 중대한 과실 +20
율
조
정 B 현저한 과실 +10
예
시
B 중대한 과실 +20
※사고발생, 손해확대와의 인과관계를 감안하여 기본 과실비율을 가(+), 감(-) 조정 가능합니다.
※舊 243, 379, 380 기준
사고 상황
⊙ 중앙선이 설치되어 있는 도로에서 직진 중인 A차량과 맞은편에서 주행방향에서 진행
하다가 중앙선을 넘어 유턴하거나 도로가 아닌 장소로 좌회전하는 B차량이 충돌한
사고이다.
기본 과실비율 해설
⊙ 신뢰의 원칙상 중앙선을 침범한 B차량의 과실이 매우 중하고, 차도가 아닌 장소에 마을 입구,
주유소, 음식점 등이 있다는 사유만으로 B차량의 중앙선 침범이 허용되는 것은 아니며,
B차량의 중앙"
과실비율인정기준,335,,,3,고 과실비율 인정기준 │ 제:3; 고유형별 과실비율 적용기준:334; 꾸려는 때 이르기 전:30,,"제2장.
자동차와
자동차(이륜차
포함)의
사고
자동차사고 과실비율 인정기준 │ 제3편 사고유형별 과실비율 적용기준 334
활용시 참고 사항
⊙ 도로가 아닌 장소 부분에 마을입구, 주유소, 음식점 등이 있어 중앙선을 넘어 도로가 아닌
장소로 나가는 경우에 본 기준을 적용하고, 양 차량이 교행하다가 그 이외의 사유로 중앙선을
침범한 경우에는 중앙선 침범사고인 차31-1 기준을 적용하고 본 기준을 적용하지 아니한다.
⊙ 중앙선의 의미는 추월을 위해 안전에 주의하여 침범할 수 있지만(실선은 원칙적으로 금지
됨) 즉시 본래 차로로 복귀해야 한다는 것이므로 도로에 설치된 중앙선이 실선이든 점선이든
상관없이 적용된다.
관련 법규
⊙ 도로교통법 제13조(차마의 통행)
③ 차마의 운전자는 도로(보도와 차도가 구분된 도로에서는 차도를 말한다)의 중앙(중앙선이
설치되어 있는 경우에는 그 중앙선을 말한다. 이하 같다) 우측 부분을 통행하여야 한다.
⊙ 도로교통법 제18조(횡단 등의 금지)
① 차마의 운전"
과실비율인정기준,338,,,3,고 과실비율 인정기준 │ 제:3; 고유형별 과실비율 적용기준:337; 량의 과실을:20; 량의 과실을:10; 는 지점에 이르기 전:30; “정차”란 운전자가:5,,"제2장.
자동차와
자동차(이륜차
포함)의
사고
자동차사고 과실비율 인정기준 │ 제3편 사고유형별 과실비율 적용기준 337
B차량은 A차량의 정차 사실을 믿고 좌회전(유턴)을 시도한 점 등을 감안하여 양 차량의
기본과실을 20:80으로 정한다.
수정요소(인과관계를 감안한 과실비율 조정) 해설
⊙ ‘현저한 후방주시태만’이란 A차량이 후진 중 B차량의 불법좌회전(유턴)을 충분히 미리 인지
할 수 있었음에도 후방주시의무를 현저히 게을리 한 경우를 의미한다. 이에 해당하는지 여부
는 A차량의 후방 시야상태, A차량의 후진거리, B차량의 방향지시등 내지 비상등 점멸여부 등
을 종합하여 판단하고, 이러한 경우에 해당하면 A차량의 과실을 20%까지 가산할 수 있다.
⊙ 편도2차로 이상 도로에서 설치되는 이중실선 중앙선의 경우 모든 차량이 차선을 준수하여
진행할 것으로 신뢰하기 쉽기 때문에 중앙선을 침범하여 불법좌회전(유턴)하는 차량을
미리 예견하거나 회피하는 것이 더 어렵다는 점을 감안하여 B차량"
과실비율인정기준,340,차32,(2) 중앙선 없거나 중앙선침범 미적용 도로에서 교행 사고,3,고 과실비율 인정기준 │ 제:3; 고유형별 과실비율 적용기준:339; 상의 중앙선 침범:+20; 량의 기본 과실비율을:50,,"제2장.
자동차와
자동차(이륜차
포함)의
사고
자동차사고 과실비율 인정기준 │ 제3편 사고유형별 과실비율 적용기준 339
(2) 중앙선 없거나 중앙선침범 미적용 도로에서 교행 사고 [차32]
직진 대 맞은편 직진(교행사고)
차32-1
(A) 직진
(B) 맞은편 직진
기본 과실비율 A50 B50
① A 올라가는 차량 +10
② A 가상의 중앙선 침범 +20
A 현저한 과실 +10
과 ③
A 중대한 과실 +20
실
④ A 일방통행위반 +30
비
⑤ A 정지 -10
율
⑥ A 회피 -10
① B 올라가는 차량 +10
조
② B 가상의 중앙선 침범 +20
정
B 현저한 과실 +10
예 ③
시 B 중대한 과실 +20
④ B 일방통행위반 +30
⑤ B 정지 -10
⑥ B 회피 -10
※사고발생, 손해확대와의 인과관계를 감안하여 기본 과실비율을 가(+), 감(-) 조정 가능합니다.
※舊 249-1 기준
사고 상황
⊙ 도로에 중앙선이 설치되어 있지 않고 좁은 도로폭 등으로 인해 양 차량이 계속 주"
과실비율인정기준,341,,,3,고 과실비율 인정기준 │ 제:3; 고유형별 과실비율 적용기준:340; ‘중대한 과실’ 해당 여부는 제:3; 량은 도로교통법 제:5,1992. 7. 28. 선고 92도1137 판결,"제2장.
자동차와
자동차(이륜차
포함)의
사고
자동차사고 과실비율 인정기준 │ 제3편 사고유형별 과실비율 적용기준 340
수정요소(인과관계를 감안한 과실비율 조정) 해설
① 도로교통법 제20조 제2항에 따라 비탈진 좁은 도로에서 서로 마주보고 진행할 때에는
올라가는 차량이 오른쪽 가장자리로 피하여 진로를 양보할 의무가 있으므로 이를 이행
하지 아니한 채 올라간 차량의 과실을 가산할 수 있다.
② 충돌 당시 중앙선(가상의 중앙선 포함)을 넘은 차량의 과실을 가산할 수 있으나, 도로 오른
쪽에 주차된 차량 때문에 정상적으로 통행이 불가능하여 부득이하게 중앙선(가상의 중앙선
포함)을 넘어간 경우에는 가산하지 않는다.
③ ‘현저한 과실’이나 ‘중대한 과실’ 해당 여부는 제3편 제2장 3. 수정요소의 해설 부분을
참조한다.
④ 일방통행로에서 역주행을 한 차량은 도로교통법 제5조(신호 또는 지시에 따를 의무)를
위반한 것이므로 과실이 중하다고 할 것이나, 정상적으로 진행하는 차량이라면 역주행을"
과실비율인정기준,342,,,3,고 과실비율 인정기준 │ 제:3; 고유형별 과실비율 적용기준:341; 도로 우측 부분의 폭이:6,,"제2장.
자동차와
자동차(이륜차
포함)의
사고
자동차사고 과실비율 인정기준 │ 제3편 사고유형별 과실비율 적용기준 341
관련 법규
⊙ 도로교통법 제5조(신호 또는 지시에 따를 의무)
① 도로를 통행하는 보행자, 차마 또는 노면전차의 운전자는 교통안전시설이 표시하는 신호
또는 지시와 다음 각 호의 어느 하나에 해당하는 사람이 하는 신호 또는 지시를 따라야 한다.
1. 교통정리를 하는 경찰공무원(의무경찰을 포함한다. 이하 같다) 및 제주특별자치도의 자치경찰
공무원(이하 “자치경찰공무원”이라 한다)
2. 경찰공무원(자치경찰공무원을 포함한다. 이하 같다) 을 보조하는 사람으로서 대통령령으로
정하는 사람(이하 “경찰보조자”라 한다)
⊙ 도로교통법 제13조(차마의 통행)
③ 차마의 운전자는 도로(보도와 차도가 구분된 도로에서는 차도를 말한다)의 중앙(중앙선이
설치되어 있는 경우에는 그 중앙선을 말한다. 이하 같다) 우측 부분을 통행하여야 한다.
④ 차마의 운전자는 제3항에도 불구하고 다음 각"
과실비율인정기준,343,,,3,"고 과실비율 인정기준 │ 제:3; 고유형별 과실비율 적용기준:342; 면, B과실:50; 면, B과실:70; 도 교통법규(도로교통법 제:12",1992. 7. 28. 선고 92도1137 판결,"제2장.
자동차와
자동차(이륜차
포함)의
사고
자동차사고 과실비율 인정기준 │ 제3편 사고유형별 과실비율 적용기준 342
참고 판례
⊙ 서울중앙지방법원 2017. 3. 31. 선고 2016나66409 판결
양 차량이 좁은 도로에서 교행하던 중 발생한 사고의 경우, 두 대의 차량이 교행하기 어려운
도로에서 서로 진로를 양보할 의무를 위반한 점을 종합하면, B과실 50%
⊙ 서울중앙지방법원 2017. 7. 9. 선고 2017나58951 판결
양 차량이 좁은 도로에서 모두 가상의 중앙선을 침범한 채로 교행하던 중 발생한 사고의 경우,
비탈진 좁은 도로를 올라가는 B차량은 도로 오른쪽 가장자리로 피하여 내려가는 A차량에게
진로를 양보할 의무가 있는 점을 종합하면, B과실 70%
⊙ 부산지방법원 2018. 5. 17. 선고 2017나62471 판결
아파트 지하주차장 진출하는 A차량이 중앙차선을 침범하여 내려오던 진입차량을 인식하였음
에도 차량을 정지시키는 등의 적절한 조치를 취하지 않고 무리"
과실비율인정기준,344,차33,(3) 직진(우회전)차와 유턴차 사이의 사고,3,고 과실비율 인정기준 │ 제:3; 고유형별 과실비율 적용기준:343,,"제2장.
자동차와
자동차(이륜차
포함)의
사고
자동차사고 과실비율 인정기준 │ 제3편 사고유형별 과실비율 적용기준 343
(3) 직진(우회전)차와 유턴차 사이의 사고 [차33]
직진 대 유턴
(A) 직진
차33-1
(B) 유턴
(가) 상시유턴구역
(나) 신호유턴
(가) A20 B80
기본 과실비율
(나) A100 B0
① A 신호위반(가) +80
(가)
A 현저한 과실 +10
A 중대한 과실 +20
과
실
비
B 신호불이행
율 ② +10
·지연
조
정
예
③ B 현저한 과실 +10
시
(나)
B 중대한 과실 +20
B 회전종료
④ -10
직후의 사고(가)
※사고발생, 손해확대와의 인과관계를 감안하여 기본 과실비율을 가(+), 감(-) 조정 가능합니다.
※舊 254, 392, 393 기준"
과실비율인정기준,345,,,3,고 과실비율 인정기준 │ 제:3; 고유형별 과실비율 적용기준:344; 량의 기본 과실비율을:100; 량의 과실을:80; 는 지점에 이르기 전:30; ‘중대한 과실’의 해당 여부는 이 장의:3,,"제2장.
자동차와
자동차(이륜차
포함)의
사고
자동차사고 과실비율 인정기준 │ 제3편 사고유형별 과실비율 적용기준 344
사고 상황
⊙ (가) 교차로에서 녹색신호에 따라 직진하는 A차량과 상시유턴구역에서 유턴하는 B차량이
충돌한 사고이다.
⊙ (나) 교차로에서 적색신호에 직진하는 A차량과 유턴신호에 따라 유턴하는 B차량이 충돌한
사고이다.
기본 과실비율 해설
⊙ (가) 신호에 따라 직진하는 차량의 신뢰를 두텁게 보호해주어야 하지만, 유턴차량은 불법
유턴을 한 것은 아니라 유턴이 허용되는 상시유턴구역에서 유턴하였으므로 유턴차량의
일방과실로는 볼 수 없고, 직진차량으로서도 전방에서 유턴 중인 차량이 있으면 사고 방지를
위하여 일시정지나 감속을 하는 등 안전운전의무가 있다는 점을 감안하여 양 차량의 기본
과실비율을 20:80으로 정한다.
⊙ (나) 유턴차량이 신호에 따라 유턴을 하고 직진차량은 적색신호에 직진한 경우, 신호에
따라 유턴을 하는 차량으로서는 다른 차량이 신호위반을 하여 자신"
과실비율인정기준,346,,,3,고 과실비율 인정기준 │ 제:3; 고유형별 과실비율 적용기준:345,,"제2장.
자동차와
자동차(이륜차
포함)의
사고
자동차사고 과실비율 인정기준 │ 제3편 사고유형별 과실비율 적용기준 345
④ 유턴차량인 B차량이 상시유턴구역에서 정상적으로 유턴을 완료한 상태에서 신호에 따라
교차로를 통과해온 직진차량과 충돌한 경우에는 직진차량도 전방에서 진입을 완료하는
유턴차량의 동태나 상황을 충분히 인지하고 사고를 피할 가능성이 있었다고 보이므로,
B차량의 과실을 감산할 수 있다.
⊙ 제3편 제2장 3. 수정요소의 해설 부분을 참조한다.
활용시 참고 사항
⊙ (가) 상시유턴구역에서 유턴을 하던 중 발생한 사고에 대해서 본 기준을 적용하고, A차량이
신호위반을 하여 직진한 경우에도 본 기준을 적용한다. 여기서 ‘상시유턴구역’이라 함은
교차로 전방에 유턴을 허용하는 안전표지가 설치되어 있으나, 그 허용시기에 관하여 별도
표지가 부착되어 있지 않은 장소를 말한다.
⊙ (나) 전방에 횡단보도가 설치되어 있는 유턴구역에서 신호에 따라 유턴을 하던 중 발생한
사고에 대해서도"
과실비율인정기준,348,차33,-2,3,고 과실비율 인정기준 │ 제:3; 고유형별 과실비율 적용기준:347,,"제2장.
자동차와
자동차(이륜차
포함)의
사고
자동차사고 과실비율 인정기준 │ 제3편 사고유형별 과실비율 적용기준 347
우회전 대 유턴
(A) 우회전
차33-2
(B) 유턴
(가) 상시유턴구역
(나) 신호유턴
(가) A30 B70
기본 과실비율
(나) A80 B20
A 신호불이행·
① +10
지연
② A 급우회전 +10
(가)
③ A 대우회전 +10
과 A 현저한 과실 +10
실
비
율 A 중대한 과실 +20
조
B 신호불이행·
정 ① +10
예 지연
시
B 현저한 과실 +10
(나)
B 중대한 과실 +20
B (가)의 경우에
④ 회전종료 -10
직후
※사고발생, 손해확대와의 인과관계를 감안하여 기본 과실비율을 가(+), 감(-) 조정 가능합니다.
※舊 254-1, 392-1, 393-1 기준"
과실비율인정기준,349,,,3,고 과실비율 인정기준 │ 제:3; 고유형별 과실비율 적용기준:348; 량의 기본 과실비율을:30; 는 지점에 이르기 전:30,,"제2장.
자동차와
자동차(이륜차
포함)의
사고
자동차사고 과실비율 인정기준 │ 제3편 사고유형별 과실비율 적용기준 348
사고 상황
⊙ (가) 교차로에서 우회전하는 A차량과 상시유턴구역에서 유턴하는 B차량이 충돌한 사고이다.
⊙ (나) 교차로에서 우회전하는 A차량과 유턴신호에 따라 유턴하는 B차량이 충돌한 사고이다.
기본 과실비율 해설
⊙ (가) B차량은 신호에 의해 보호받지 못하는 상시유턴구역에서 유턴을 하여 반대차선으로
넘어갔다가 왼쪽 도로에서 우회전 중인 A차량과 충돌하였으므로 B차량의 과실이 더 크
다고 보아야 할 것이지만, A차량은 우회전 차량으로서 반대차선에서 유턴하는 차량이 있
으면 이를 미리 발견하여 일시정지나 감속을 하는 등 사고를 회피하여야 할 의무가 있음
에도 이를 소홀히 한 잘못이 인정되는 점을 감안하여 양 차량의 기본 과실비율을 30:70
으로 정한다.
⊙ (나) 전방의 유턴 신호에 따라 유턴하는 차량은 우회전 차량보다 더욱 보호를 받아야 하므로
우회전 차량인"
과실비율인정기준,350,,,3,고 과실비율 인정기준 │ 제:3; 고유형별 과실비율 적용기준:349,,"제2장.
자동차와
자동차(이륜차
포함)의
사고
자동차사고 과실비율 인정기준 │ 제3편 사고유형별 과실비율 적용기준 349
충돌한 경우에는 우회전차량도 전방에서 진입을 완료하는 유턴차량의 동태나 상황을 충분히
인지하고 사고를 피할 가능성이 있었다고 보이므로, B차량의 과실을 감산할 수 있다.
⊙ 제3편 제2장 3. 수정요소의 해설 부분을 참조한다.
활용시 참고 사항
⊙ (가) 상시유턴구역에서 유턴 중 발생된 사고에 대해서만 적용한다.
⊙ (나) 신호유턴구역에서 유턴 중 발생된 사고에 대해서만 적용한다.
관련 법규
⊙ 도로교통법 제5조(신호 또는 지시에 따를 의무)
① 도로를 통행하는 보행자, 차마 또는 노면전차의 운전자는 교통안전시설이 표시하는 신호
또는 지시와 다음 각 호의 어느 하나에 해당하는 사람이 하는 신호 또는 지시를 따라야 한다.
1. 교통정리를 하는 경찰공무원(의무경찰을 포함한다. 이하 같다) 및 제주특별자치도의 자치경찰
공무원(이하 “자치경찰공무원”이라 한다)
2. 경찰"
과실비율인정기준,351,,,3,"고 과실비율 인정기준 │ 제:3; 고유형별 과실비율 적용기준:350; 고, B과실:0",,"제2장.
자동차와
자동차(이륜차
포함)의
사고
자동차사고 과실비율 인정기준 │ 제3편 사고유형별 과실비율 적용기준 350
⊙ 도로교통법 시행규칙 별표2(신호기가 표시하는 신호의 종류 및 신호의 뜻)
구분 신호의 종류 신호의 뜻
1. 차마는 직진 또는 우회전할 수 있다.
녹색의 등화 2. 비보호좌회전표지 또는 비보호좌회전표시가 있는 곳에서는 좌회전할
수 있다.
1. 차마는 정지선이 있거나 횡단보도가 있을 때에는 그 직전이나
교차로의 직전에 정지하여야 하며, 이미 교차로에 차마의 일부라도
황색의 등화 진입한 경우에는 신속히 교차로 밖으로 진행하여야 한다.
2. 차마는 우회전 할 수 있고 우회전하는 경우에는 보행자의 횡단을
원형 방해하지 못한다.
등화
차량
1. 차마는 정지선, 횡단보도 및 교차로의 직전에서 정지하여야 한다.
신호등
다만, 신호에 따라 진행하는 다른 차마의 교통을 방해하지 아니하고
우회전 할 수 있다.
2. 차마는 우회전하려는 경우 정지선, 횡단보도 및 교차로의 직전에서
"
과실비율인정기준,352,차41,(1) 안전거리미확보로 인한 추돌사고,3,고 과실비율 인정기준 │ 제:3; 고유형별 과실비율 적용기준:351; 로 이상 도로:+10,,"제2장.
자동차와
자동차(이륜차
포함)의
사고
자동차사고 과실비율 인정기준 │ 제3편 사고유형별 과실비율 적용기준 351
다. 같은 방향 진행차량 상호 간의 사고
(1) 안전거리미확보로 인한 추돌사고 [차41]
양 차량 주행 중 후방 추돌(앞차량 정지 직후 포함)
차41-1
(A) 뒤차(후행) 추돌
(B) 앞차(선행) 직진
기본 과실비율 A100 B0
④ A 주택가·상점가 등 +10
A현저한 과실 +10
과
실
A 중대한 과실 +20
비
율
B 저속주행 또는
조 ① 편도3차로 이상 도로 +10
정 에서 이유 없는 정지
예
시
② B 제동등화의 고장 +20
③ B 이유 없는 급정지 +30
※사고발생, 손해확대와의 인과관계를 감안하여 기본 과실비율을 가(+), 감(-) 조정 가능합니다.
※舊 253, 390, 391, 507 기준
사고 상황
⊙ 도로(고속도로 및 자동차전용도로 포함)를 후행하여 진행하는 A차량(뒤차)이 동일방향
에서 선행하는 B차량(앞차)을 추돌한 사고이다.
기본 과실비"
과실비율인정기준,353,,,3,고 과실비율 인정기준 │ 제:3; 고유형별 과실비율 적용기준:352; 량의 과실비율이:100; . 도로교통법 제:17; . 편도:3; 량이 편도:3; 는 예로는 (:,,"제2장.
자동차와
자동차(이륜차
포함)의
사고
자동차사고 과실비율 인정기준 │ 제3편 사고유형별 과실비율 적용기준 352
수정요소(인과관계를 감안한 과실비율 조정) 해설
⊙ ① 내지 ③ 사유로 B차량에게 과실이 인정되어 A차량의 과실비율이 100% 미만인 경우에
한하여, A차량의 수정요소를 가산하여 최종 비율을 확정한다.
① 고속도로, 자동차전용도로 등 주행속도 하한이 정해진 도로에서 제한 속도 이하로 주행하는
것을 의미한다. 도로교통법 제17조 3항, 시행규칙 제19조 1항에 의하여 교통이 밀리거나
부득이한 사유로 최저속도보다 느리게 운전할 수 밖에 없는 예외에 해당하는 경우는 제외
된다. ③번과는 중복해서 적용하지 않는다. 편도 3차로 이상 도로의 주행차로에서는 차량의
흐름에 따라 주행하는 것이 통상적이고, 후행차량도 그러한 사정을 어느 정도 신뢰하고
운전하는 것이 통상적이므로 추돌을 당한 B차량이 편도 3차로 이상의 차로 수많은 도로의
주행차로에서 이유 없이 정지한 경우 과실을"
과실비율인정기준,354,,,3,고 과실비율 인정기준 │ 제:3; 고유형별 과실비율 적용기준:353; 고: B과실:0,1997. 11. 25. 선고 97다41639 판결,"제2장.
자동차와
자동차(이륜차
포함)의
사고
자동차사고 과실비율 인정기준 │ 제3편 사고유형별 과실비율 적용기준 353
관련 법규
⊙ 도로교통법 제17조(자동차등과 노면전차의 속도)
① 자동차등(개인형 이동장치는 제외한다. 이하 이 조에서 같다)과 노면전차의 도로 통행
속도는 행정안전부령으로 정한다.
(중략)
③ 자동차등과 노면전차의 운전자는 제1항과 제2항에 따른 최고속도보다 빠르게 운전하거나
최저속도보다 느리게 운전하여서는 아니 된다. 다만, 교통이 밀리거나 그 밖의 부득이한
사유로 최저속도보다 느리게 운전할 수밖에 없는 경우에는 그러하지 아니하다.
※ 도로별 최고·최저속도는 도로교통법 시행규칙 제19조(자동차등과 노면전차의 속도)를
참고한다.
⊙ 도로교통법 제19조(안전거리확보 등)
① 모든 차의 운전자는 같은 방향으로 가고 있는 앞차의 뒤를 따르는 경우에는 앞차가 갑자기
정지하게 되는 경우 그 앞차와의 충돌을 피할 수 있는 필요한 거리를 확보하여야 한다.
④ 모든 차의 운전"
과실비율인정기준,355,,,3,고 과실비율 인정기준 │ 제:3; 고유형별 과실비율 적용기준:354; 고 : B과실:0; 안: B과실:0; 최저속도(시속:50; 량 과실:100,,"제2장.
자동차와
자동차(이륜차
포함)의
사고
자동차사고 과실비율 인정기준 │ 제3편 사고유형별 과실비율 적용기준 354
⊙ 서울고등법원 2009.10.23. 선고 2008나110137 판결
(서울중앙지방법원 2007가단371467 판결)
주간에 편도4차로의 도로에서 A차량이 0.141%의 술에 취한 상태로 1차로를 진행하던 중,
같은 차로에서 앞서 진행하던 B차량을 추돌하여 B차량으로 하여금 신호대기를 위하여 정차
중이던 C차량을 충돌케 한 사고 : B과실 0%
⊙ 서울동부지방법원 2007. 1. 26. 선고 2005가단49363 판결
주간에 고속도로에서 B차량이 선행하던 중, 마침 뒤에서 전방주시의무를 태만한 채 운행
중인 A차량에 추돌당한 사안: B과실 0%
⊙ 서울중앙지방법원 2018. 9. 5. 선고 2018나16484 판결
새벽에 B차량(화물트럭)이 타이어 펑크로 갓길을 따라 최저속도(시속 50km)보다 다소 낮은
시속 40km로 주행 중이고 야간등 켜고 있었고 야간이지만"
과실비율인정기준,356,차42,(2) 주정차 차량 추돌사고,3,고 과실비율 인정기준 │ 제:3; 고유형별 과실비율 적용기준:355; 중 재추돌(:2; 능 상황:-10; 에 과실 없음:-20; 로 위반:+10; )의 기본 과실비율을:80; 래 ① 내지 ④를 거쳐서 B의 과실이 인정되어 A의 비율이:100,,"제2장.
자동차와
자동차(이륜차
포함)의
사고
자동차사고 과실비율 인정기준 │ 제3편 사고유형별 과실비율 적용기준 355
(2) 주정차 차량 추돌사고 [차42]
차로 주·정차 중 재추돌(2차) 사고(고속도로등 포함)
차42-1
(A) 뒤차(추돌차)
(B) 앞차(사고로 주정차중 )
기본 과실비율 A80 B20
A 현저한 과실 +10
A 중대한 과실 +20
⑤ A 대피불가능 상황 -10
과
B 고속도로
실 ① +20
(자동차전용도로 포함)
비
② B 주정차에 과실 없음 -20
율
B 추월차로 +10
B 야간·악천후 등 시야확보 곤란 +10
조
③ B 전용차로 위반 +10
정
B 현저한 과실 +10
예
B 중대한 과실 +20 시
B 안전표지판 등 설치 -20
④ B 비상점멸표시등 점등 -10
B 대피불가능 상황 -10
※사고발생, 손해확대와의 인과관계를 감안하여 기본 과실비율을 가(+), 감(-) 조정 가능합니다.
※舊 245, 505 기준
사고 상황
⊙ 일반 도로 및 고속도로(자동차전용"
